s_m,ey_m,epsi_rad,v_mps,a_mps2,delta_rad,sdot_mps,dt_s,t_s,curvature_1pm
68.69222400062783,0.0,0.0,4.0,0.0,0.012769269058971279,4.0,0.012497726199804497,21.419467941887888,0.038696857975841666
68.74215305767491,0.0,0.0,4.0,0.0,0.009139813700904454,4.0,0.012497726199804497,21.43196566808769,0.027697176397455805
68.79214703685489,0.0,0.0,4.0,0.0,0.0050992434495927335,4.0,0.012497726199804497,21.444463394287496,0.015452386810234768
68.842145568486,0.0,0.0,4.0,0.0,0.0012540439646988781,4.0,0.012497726199804497,21.4569611204873,0.0038001352184245975
68.89214899680766,0.0,0.0,4.0,0.0,-0.0017436194101802095,4.0,0.012497726199804497,21.469458846687104,-0.005283700536882711
68.94194963811132,0.0,0.0,4.0,0.0,-0.0034738964034691576,4.0,0.012497726199804497,21.481956572886908,-0.010527001144888444
68.99168090102167,0.0,0.0,4.0,0.0,-0.003948783512679851,4.0,0.012497726199804497,21.494454299086712,-0.01196607283977313
69.04172241713164,0.0,0.0,4.0,0.0,-0.0036190835928168307,4.0,0.012497726199804497,21.506952025286516,-0.010966967859201067
69.09181007626673,0.0,0.0,4.0,0.0,-0.0031495421118755743,4.0,0.012497726199804497,21.51944975148632,-0.009544098563633821
69.14176977486163,0.0,0.0,4.0,0.0,-0.003073843232122884,4.0,0.012497726199804497,21.531947477686124,-0.009314705797700754
69.1917355924725,0.0,0.0,4.0,0.0,-0.0035152660575291615,4.0,0.012497726199804497,21.544445203885928,-0.010652365263919614
69.24170777411841,0.0,0.0,4.0,0.0,-0.004113343965672178,4.0,0.012497726199804497,21.556942930085732,-0.01246474898345078
69.29162853168796,0.0,0.0,4.0,0.0,-0.004228990100167069,4.0,0.012497726199804497,21.569440656285536,-0.012815197912941514
69.34167751512186,0.0,0.0,4.0,0.0,-0.003352822773731648,4.0,0.012497726199804497,21.58193838248534,-0.010160107082682078
69.39178161649086,0.0,0.0,4.0,0.0,-0.0013997812194016994,4.0,0.012497726199804497,21.594436108685144,-0.0042417640413343624
69.44175977876533,0.0,0.0,4.0,0.0,0.0013682012327289356,4.0,0.012497726199804497,21.60693383488495,0.004146066928713836
69.49174594198512,0.0,0.0,4.0,0.0,0.004667370604185883,4.0,0.012497726199804497,21.619431561084753,0.014143649988960385
69.54185967664532,0.0,0.0,4.0,0.0,0.008479137665772988,4.0,0.012497726199804497,21.631929287284557,0.025694972352555016
69.59190984738332,0.0,0.0,4.0,0.0,0.013178381140360622,4.0,0.012497726199804497,21.64442701348436,0.03993680026865744
69.64170767117092,0.0,0.0,4.0,0.0,0.019402229481001256,4.0,0.012497726199804497,21.656924739684165,0.05880201358033775
69.69155845003058,0.0,0.0,4.0,0.0,0.027572240988443148,4.0,0.012497726199804497,21.66942246588397,0.08357342479199995
69.7416530106118,0.0,0.0,4.0,0.0,0.03733560935057891,4.0,0.012497726199804497,21.681920192083773,0.1131908090650906
69.79174218926867,0.0,0.0,4.0,0.0,0.04743326547595046,4.0,0.012497726199804497,21.694417918283577,0.14384506400049646
69.8415755250752,0.0,0.0,4.0,0.0,0.05611187212984136,4.0,0.012497726199804497,21.70691564448338,0.17021465633571414
69.8913644882712,0.0,0.0,4.0,0.0,0.06170748226338419,4.0,0.012497726199804497,21.719413370683185,0.18723007657380716
